ZipCode,TaxRegionName,EstimatedCombinedRate
92254,RIVERSIDE COUNTY,0.0775
92255,PALM DESERT,0.0775
92256,SAN BERNARDINO COUNTY,0.0775
92257,IMPERIAL COUNTY,0.0775
92258,GREATER PALM SPRINGS TOURISM BID,0.0775
92259,IMPERIAL COUNTY,0.0775
92260,PALM DESERT,0.0775
92261,PALM DESERT,0.0775
92262,PALM SPRINGS,0.0925
92263,PALM SPRINGS,0.0925
92264,PALM SPRINGS,0.0925
92266,IMPERIAL COUNTY,0.0775
92267,SAN BERNARDINO COUNTY,0.0775
92268,SAN BERNARDINO COUNTY,0.0775
92270,RANCHO MIRAGE,0.0775
92273,IMPERIAL COUNTY,0.0775
92274,RIVERSIDE COUNTY,0.0775
92275,IMPERIAL COUNTY,0.0775
92276,GREATER PALM SPRINGS TOURISM BID,0.0775
92277,TWENTYNINE PALMS TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
92278,SAN BERNARDINO COUNTY,0.0775
92280,SAN BERNARDINO COUNTY,0.0775
92281,WESTMORLAND,0.0775
92282,GREATER PALM SPRINGS TOURISM BID,0.0775
92283,IMPERIAL COUNTY,0.0775
92284,YUCCA VALLEY,0.0875
92285,SAN BERNARDINO COUNTY,0.0775
92286,YUCCA VALLEY,0.0875
92301,ADELANTO,0.0775
92304,SAN BERNARDINO COUNTY,0.0775
92305,SAN BERNARDINO COUNTY,0.0775
92307,APPLE VALLEY,0.0775
92308,APPLE VALLEY,0.0775
92309,SAN BERNARDINO COUNTY,0.0775
92310,SAN BERNARDINO COUNTY,0.0775
92311,BARSTOW,0.0875
92312,BARSTOW,0.0875
92313,SAN BERNARDINO,0.0775
92314,SAN BERNARDINO COUNTY,0.0775
92315,BIG BEAR LAKE TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
92316,SAN BERNARDINO COUNTY,0.0775
92317,SAN BERNARDINO COUNTY,0.0775
92318,LOMA LINDA,0.0775
92320,CALIMESA,0.0775
92321,SAN BERNARDINO COUNTY,0.0775
92322,SAN BERNARDINO COUNTY,0.0775
92323,SAN BERNARDINO COUNTY,0.0775
92324,COLTON,0.0775
92325,SAN BERNARDINO COUNTY,0.0775
92327,SAN BERNARDINO COUNTY,0.0775
92328,INYO COUNTY,0.0775
92329,SAN BERNARDINO COUNTY,0.0775
92331,FONTANA,0.0775
92332,SAN BERNARDINO COUNTY,0.0775
92333,SAN BERNARDINO COUNTY,0.0775
92334,FONTANA,0.0775
92335,FONTANA,0.0775
92336,FONTANA,0.0775
92337,FONTANA,0.0775
92338,SAN BERNARDINO COUNTY,0.0775
92339,SAN BERNARDINO COUNTY,0.0775
92340,"HESPERIA, CA",0.0775
92341,SAN BERNARDINO COUNTY,0.0775
92342,SAN BERNARDINO COUNTY,0.0775
92344,SAN BERNARDINO COUNTY,0.0775
92345,"HESPERIA, CA",0.0775
92346,HIGHLAND,0.0775
92347,SAN BERNARDINO COUNTY,0.0775
92350,LOMA LINDA,0.0775
92352,SAN BERNARDINO COUNTY,0.0775
92354,LOMA LINDA,0.0775
92356,SAN BERNARDINO COUNTY,0.0775
92357,LOMA LINDA,0.0775
92358,SAN BERNARDINO COUNTY,0.0775
92359,SAN BERNARDINO COUNTY,0.0775
92363,NEEDLES,0.0775
92364,SAN BERNARDINO COUNTY,0.0775
92365,SAN BERNARDINO COUNTY,0.0775
92366,SAN BERNARDINO COUNTY,0.0775
92368,SAN BERNARDINO COUNTY,0.0775
92369,SAN BERNARDINO,0.0875
92371,SAN BERNARDINO COUNTY,0.0775
92372,SAN BERNARDINO COUNTY,0.0775
92373,REDLANDS,0.0875
92374,REDLANDS,0.0875
92375,REDLANDS,0.0875
92376,RIALTO,0.0775
92377,RIALTO,0.0775
92378,SAN BERNARDINO COUNTY,0.0775
92382,SAN BERNARDINO COUNTY,0.0775
92384,INYO COUNTY,0.0775
92385,SAN BERNARDINO COUNTY,0.0775
92386,SAN BERNARDINO COUNTY,0.0775
92389,INYO COUNTY,0.0775
92391,SAN BERNARDINO COUNTY,0.0775
92392,VICTORVILLE,0.0875
92393,VICTORVILLE,0.0875
92394,VICTORVILLE,0.0875
92395,VICTORVILLE,0.0875
92397,SAN BERNARDINO COUNTY,0.0775
92398,SAN BERNARDINO COUNTY,0.0775
92399,YUCAIPA,0.0775
92401,SAN BERNARDINO,0.0875
92402,SAN BERNARDINO,0.0875
92403,SAN BERNARDINO,0.0875
92404,SAN BERNARDINO,0.0875
92405,SAN BERNARDINO,0.0875
92406,SAN BERNARDINO,0.0875
92407,SAN BERNARDINO,0.0875
92408,SAN BERNARDINO,0.0875
92410,SAN BERNARDINO,0.0875
92411,SAN BERNARDINO,0.0875
92413,SAN BERNARDINO,0.0875
92415,SAN BERNARDINO,0.0875
92418,SAN BERNARDINO,0.0875
92423,REDLANDS,0.0875
92427,SAN BERNARDINO,0.0875
92501,RIVERSIDE,0.0875
92502,RIVERSIDE,0.0875
92503,RIVERSIDE,0.0875
92504,RIVERSIDE,0.0875
92505,RIVERSIDE,0.0875
92506,RIVERSIDE,0.0875
92507,RIVERSIDE,0.0875
92508,RIVERSIDE,0.0875
92509,JURUPA VALLEY,0.0775
92513,RIVERSIDE,0.0875
92514,RIVERSIDE,0.0875
92516,RIVERSIDE,0.0875
92517,RIVERSIDE,0.0875
92518,RIVERSIDE COUNTY,0.0775
92519,JURUPA VALLEY,0.0775
92521,RIVERSIDE,0.0875
92522,RIVERSIDE,0.0875
92530,LAKE ELSINORE,0.0875
92531,LAKE ELSINORE,0.0875
92532,LAKE ELSINORE,0.0875
92536,RIVERSIDE COUNTY,0.0775
92539,RIVERSIDE COUNTY,0.0775
92543,HEMET,0.0875
92544,RIVERSIDE COUNTY,0.0775
92545,HEMET,0.0875
92546,HEMET,0.0875
92548,RIVERSIDE COUNTY,0.0775
92549,RIVERSIDE COUNTY,0.0775
92551,MORENO VALLEY,0.0775
92552,MORENO VALLEY,0.0775
92553,MORENO VALLEY,0.0775
92555,MORENO VALLEY,0.0775
92556,MORENO VALLEY,0.0775
92557,MORENO VALLEY,0.0775
92561,RIVERSIDE COUNTY,0.0775
92562,MURRIETA,0.0875
92563,MURRIETA,0.0875
92564,MURRIETA,0.0875
92567,RIVERSIDE COUNTY,0.0775
92570,RIVERSIDE COUNTY,0.0775
92571,PERRIS,0.0775
92572,PERRIS,0.0775
92581,SAN JACINTO,0.0875
92582,SAN JACINTO,0.0875
92583,SAN JACINTO,0.0875
92584,MENIFEE,0.0875
92585,MENIFEE,0.0875
92586,MENIFEE,0.0875
92587,CANYON LAKE,0.0775
92589,TEMECULA WINE COUNTRY TOURISM MARKETING DISTRICT,0.0875
92590,TEMECULA WINE COUNTRY TOURISM MARKETING DISTRICT,0.0875
92591,TEMECULA WINE COUNTRY TOURISM MARKETING DISTRICT,0.0875
92592,TEMECULA WINE COUNTRY TOURISM MARKETING DISTRICT,0.0875
92593,TEMECULA WINE COUNTRY TOURISM MARKETING DISTRICT,0.0875
92595,WILDOMAR,0.0875
92596,RIVERSIDE COUNTY,0.0775
92599,PERRIS,0.0775
92602,IRVINE,0.0775
92603,IRVINE,0.0775
92604,IRVINE,0.0775
92605,HUNTINGTON BEACH TOURISM BID,0.0775
92606,IRVINE,0.0775
92607,LAGUNA NIGUEL,0.0775
92609,LAKE FOREST,0.0775
92610,LAKE FOREST,0.0775
92612,IRVINE,0.0775
92614,IRVINE,0.0775
92615,HUNTINGTON BEACH TOURISM BID,0.0775
92616,IRVINE,0.0775
92617,IRVINE,0.0775
92618,IRVINE,0.0775
92619,IRVINE,0.0775
92620,IRVINE,0.0775
92623,IRVINE,0.0775
92624,DANA POINT,0.0775
92625,NEWPORT BEACH,0.0775
92626,COSTA MESA,0.0775
92627,COSTA MESA,0.0775
92628,COSTA MESA,0.0775
92629,DANA POINT,0.0775
92630,LAKE FOREST,0.0775
92637,LAGUNA WOODS,0.0775
92646,HUNTINGTON BEACH TOURISM BID,0.0775
92647,HUNTINGTON BEACH TOURISM BID,0.0775
92648,HUNTINGTON BEACH TOURISM BID,0.0775
92649,HUNTINGTON BEACH TOURISM BID,0.0775
92650,IRVINE,0.0775
92651,LAGUNA BEACH,0.0775
92652,LAGUNA BEACH,0.0775
92653,LAGUNA HILLS,0.0775
92654,LAGUNA HILLS,0.0775
92655,ORANGE COUNTY,0.0775
92656,ALISO VIEJO,0.0775
92657,NEWPORT BEACH,0.0775
92658,NEWPORT BEACH,0.0775
92659,NEWPORT BEACH,0.0775
92660,NEWPORT BEACH,0.0775
92661,NEWPORT BEACH,0.0775
92662,NEWPORT BEACH,0.0775
92663,NEWPORT BEACH,0.0775
92672,SAN CLEMENTE,0.0775
92673,SAN CLEMENTE,0.0775
92674,SAN CLEMENTE,0.0775
92675,SAN JUAN CAPISTRANO,0.0775
92676,ORANGE COUNTY,0.0775
92677,LAGUNA NIGUEL,0.0775
92678,ORANGE COUNTY,0.0775
92679,ORANGE COUNTY,0.0775
92683,WESTMINSTER,0.0875
92684,WESTMINSTER,0.0875
92685,WESTMINSTER,0.0875
92688,ORANGE COUNTY DISTRICT TAX SP,0.0775
92690,MISSION VIEJO,0.0775
92691,MISSION VIEJO,0.0775
92692,MISSION VIEJO,0.0775
92693,SAN JUAN CAPISTRANO,0.0775
92694,ORANGE COUNTY,0.0775
92697,IRVINE,0.0775
92698,ALISO VIEJO,0.0775
92701,SANTA ANA,0.0925
92702,SANTA ANA,0.0925
92703,SANTA ANA,0.0925
92704,SANTA ANA,0.0925
92705,SANTA ANA,0.0925
92706,SANTA ANA,0.0925
92707,SANTA ANA,0.0925
92708,FOUNTAIN VALLEY,0.0875
92711,SANTA ANA,0.0925
92712,SANTA ANA,0.0925
92728,FOUNTAIN VALLEY,0.0875
92735,SANTA ANA,0.0925
92780,TUSTIN,0.0775
92781,TUSTIN,0.0775
92782,TUSTIN,0.0775
92799,SANTA ANA,0.0925
92801,ANAHEIM,0.0775
92802,ANAHEIM,0.0775
92803,ANAHEIM,0.0775
92804,ANAHEIM,0.0775
92805,ANAHEIM,0.0775
92806,ANAHEIM,0.0775
92807,ANAHEIM,0.0775
92808,ANAHEIM,0.0775
92809,ANAHEIM,0.0775
92811,FULLERTON,0.0775
92812,ANAHEIM TOURISM IMPROVEMENT DISTRICT,0.0775
92814,ANAHEIM,0.0775
92815,ANAHEIM,0.0775
92816,ANAHEIM,0.0775
92817,ANAHEIM,0.0775
92821,BREA,0.0775
92822,BREA,0.0775
92823,BREA,0.0775
92825,ANAHEIM,0.0775
92831,FULLERTON,0.0775
92832,FULLERTON,0.0775
92833,FULLERTON,0.0775
92834,FULLERTON,0.0775
92835,FULLERTON,0.0775
92836,FULLERTON,0.0775
92837,FULLERTON,0.0775
92838,FULLERTON,0.0775
92840,GARDEN GROVE,0.0875
92841,GARDEN GROVE,0.0875
92842,GARDEN GROVE,0.0875
92843,GARDEN GROVE,0.0875
92844,GARDEN GROVE,0.0875
92845,GARDEN GROVE,0.0875
92846,GARDEN GROVE,0.0875
92856,ORANGE,0.0775
92857,ORANGE,0.0775
92859,ORANGE,0.0775
92860,NORCO,0.0875
92861,ORANGE COUNTY DISTRICT TAX SP,0.0775
92862,ORANGE,0.0775
92863,ORANGE,0.0775
92864,ORANGE,0.0775
92865,ORANGE,0.0775
92866,ORANGE,0.0775
92867,ORANGE,0.0775
92868,ORANGE,0.0775
92869,ORANGE,0.0775
92870,PLACENTIA,0.0875
92871,PLACENTIA,0.0875
92877,CORONA,0.0875
92878,CORONA,0.0875
92879,CORONA,0.0875
92880,EASTVALE,0.0775
92881,CORONA,0.0875
92882,CORONA,0.0875
92883,RIVERSIDE COUNTY,0.0775
92885,YORBA LINDA,0.0775
92886,YORBA LINDA,0.0775
92887,YORBA LINDA,0.0775
92899,ANAHEIM,0.0775
93001,SAN BUENAVENTURA,0.0775
93002,SAN BUENAVENTURA,0.0775
93003,SAN BUENAVENTURA,0.0775
93004,SAN BUENAVENTURA,0.0775
93005,SAN BUENAVENTURA,0.0775
93006,SAN BUENAVENTURA,0.0775
93007,SAN BUENAVENTURA,0.0775
93009,SAN BUENAVENTURA,0.0775
93010,CAMARILLO,0.0725
93011,CAMARILLO,0.0725
93012,CAMARILLO,0.0725
93013,CARPINTERIA,0.09
93014,CARPINTERIA,0.09
93015,FILLMORE,0.0725
93016,FILLMORE,0.0725
93020,MOORPARK,0.0725
93021,MOORPARK,0.0725
93022,OJAI TOURISM IMPROVEMENT DISTRICT,0.0725
93023,OJAI TOURISM IMPROVEMENT DISTRICT,0.0725
93024,OJAI,0.0725
93030,OXNARD,0.0925
93031,OXNARD,0.0925
93032,OXNARD,0.0925
93033,OXNARD,0.0925
93034,OXNARD,0.0925
93035,OXNARD,0.0925
93036,OXNARD,0.0925
93040,VENTURA CO LOCAL TAX SL,0.0725
93041,PORT HUENEME,0.0875
93042,VENTURA CO LOCAL TAX SL,0.0725
93043,PORT HUENEME,0.0875
93044,PORT HUENEME,0.0875
93060,SANTA PAULA,0.0825
93061,SANTA PAULA,0.0825
93062,SIMI VALLEY,0.0725
93063,SIMI VALLEY,0.0725
93064,SIMI VALLEY,0.0725
93065,SIMI VALLEY,0.0725
93066,VENTURA CO LOCAL TAX SL,0.0725
93067,SANTA BARBARA SOUTH COAST TOURISM BUSINESS IMPROVEMENT AREA,0.0775
93094,SIMI VALLEY,0.0725
93099,SIMI VALLEY,0.0725
93101,SANTA BARBARA,0.0875
93102,SANTA BARBARA,0.0875
93103,SANTA BARBARA,0.0875
93105,SANTA BARBARA,0.0875
93106,SANTA BARBARA SOUTH COAST TOURISM BUSINESS IMPROVEMENT AREA,0.0775
93108,SANTA BARBARA SOUTH COAST TOURISM BUSINESS IMPROVEMENT AREA,0.0775
93109,SANTA BARBARA,0.0875
93110,SANTA BARBARA SOUTH COAST TOURISM BUSINESS IMPROVEMENT AREA,0.0775
93111,SANTA BARBARA SOUTH COAST TOURISM BUSINESS IMPROVEMENT AREA,0.0775
93116,GOLETA,0.0775
93117,GOLETA,0.0775
93118,GOLETA,0.0775
93120,SANTA BARBARA,0.0875
93121,SANTA BARBARA,0.0875
93130,SANTA BARBARA,0.0875
93140,SANTA BARBARA,0.0875
93150,SANTA BARBARA SOUTH COAST TOURISM BUSINESS IMPROVEMENT AREA,0.0775
93160,GOLETA,0.0775
93190,SANTA BARBARA,0.0875
93199,GOLETA,0.0775
93201,TULARE COUNTY,0.0775
93202,KINGS COUNTY,0.0725
93203,ARVIN,0.0825
93204,AVENAL,0.0725
93205,KERN COUNTY,0.0725
93206,KERN COUNTY,0.0725
93207,TULARE COUNTY,0.0775
93208,TULARE COUNTY,0.0775
93210,COALINGA,0.08975
93212,CORCORAN,0.0825
93215,DELANO,0.0825
93218,TULARE COUNTY,0.0775
93219,TULARE COUNTY,0.0775
93220,KERN COUNTY,0.0725
93221,EXETER,0.0875
93222,KERN COUNTY,0.0725
93223,FARMERSVILLE,0.0875
93224,KERN COUNTY,0.0725
93225,KERN COUNTY,0.0725
93226,KERN COUNTY,0.0725
93227,TULARE COUNTY,0.0775
93230,HANFORD,0.0725
93232,HANFORD,0.0725
93234,HURON,0.08975
93235,TULARE COUNTY,0.0775
93237,TULARE COUNTY,0.0775
93238,KERN COUNTY,0.0725
93239,KINGS COUNTY,0.0725
93240,KERN COUNTY,0.0725
93241,KERN COUNTY,0.0725
93242,FRESNO COUNTY,0.07975
93243,KERN COUNTY,0.0725
93244,TULARE COUNTY,0.0775
93245,LEMOORE,0.0725
93246,LEMOORE,0.0725
93247,LINDSAY,0.0875
93249,KERN COUNTY,0.0725
93250,MCFARLAND,0.0725
93251,KERN COUNTY,0.0725
93252,MARICOPA,0.0725
93254,SANTA BARBARA COUNTY,0.0775
93255,KERN COUNTY,0.0725
93256,TULARE COUNTY,0.0775
93257,PORTERVILLE,0.0925
93258,PORTERVILLE,0.0925
93260,TULARE COUNTY,0.0775
93261,TULARE COUNTY,0.0775
93262,TULARE COUNTY,0.0775
93263,KERN CO LOCAL TAX SL,0.0725
93265,TULARE COUNTY,0.0775
93266,KINGS COUNTY,0.0725
93267,TULARE COUNTY,0.0775
93268,TAFT,0.0725
93270,TULARE COUNTY,0.0775
93271,TULARE COUNTY,0.0775
93272,TULARE COUNTY,0.0775
93274,TULARE,0.0825
93275,TULARE,0.0825
93276,KERN COUNTY,0.0725
93277,VISALIA,0.085
93278,VISALIA,0.085
93279,VISALIA,0.085
93280,WASCO,0.0825
93282,TULARE COUNTY,0.0775
93283,KERN COUNTY,0.0725
93285,KERN COUNTY,0.0725
93286,TULARE COUNTY DISTRICT TAX SP,0.0875
93287,KERN COUNTY,0.0725
93290,VISALIA,0.085
93291,VISALIA,0.085
93292,VISALIA,0.085
93301,BAKERSFIELD,0.0825
93302,KERN COUNTY,0.0725
93303,KERN COUNTY,0.0725
93304,BAKERSFIELD,0.0825
93305,BAKERSFIELD,0.0825
93306,BAKERSFIELD,0.0825
93307,BAKERSFIELD,0.0825
93308,KERN COUNTY,0.0725
93309,BAKERSFIELD,0.0825
93311,BAKERSFIELD,0.0825
93312,BAKERSFIELD,0.0825
93313,BAKERSFIELD,0.0825
93314,KERN COUNTY,0.0725
93380,KERN COUNTY,0.0725
93384,BAKERSFIELD,0.0825
93385,BAKERSFIELD,0.0825
93386,KERN COUNTY,0.0725
93387,BAKERSFIELD,0.0825
93388,KERN COUNTY,0.0725
93389,BAKERSFIELD,0.0825
93390,BAKERSFIELD,0.0825
93401,SAN LUIS OBISPO CITY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93402,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93403,SAN LUIS OBISPO CITY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93405,SAN LUIS OBISPO CITY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93406,SAN LUIS OBISPO CITY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93407,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93408,SAN LUIS OBISPO CITY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93409,SAN LUIS OBISPO CITY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93410,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93412,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93420,ARROYO GRANDE TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93421,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93422,ATASCADERO TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93423,ATASCADERO TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93424,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93426,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93427,BUELLTON,0.0775
93428,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93429,SANTA BARBARA COUNTY,0.0775
93430,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93432,SAN LUIS OBISPO CO LOCAL TAX SL,0.0725
93433,GROVER BEACH,0.0875
93434,GUADALUPE,0.0875
93435,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93436,LOMPOC TOURISM IMPROVEMENT DISTRICT,0.0875
93437,SANTA BARBARA COUNTY,0.0775
93438,LOMPOC TOURISM IMPROVEMENT DISTRICT,0.0875
93440,SANTA BARBARA COUNTY DISTRICT TAX SP,0.0775
93441,SANTA BARBARA COUNTY DISTRICT TAX SP,0.0775
93442,MORRO BAY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93443,MORRO BAY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93444,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93445,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93446,PASO ROBLES TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93447,PASO ROBLES TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0875
93448,PISMO BEACH LODGING BUSINESS IMPROVEMENT DISTRICT,0.0775
93449,PISMO BEACH LODGING BUSINESS IMPROVEMENT DISTRICT,0.0775
93450,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93451,SAN LUIS OBISPO CO LOCAL TAX SL,0.0725
93452,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93453,SAN LUIS OBISPO CO LOCAL TAX SL,0.0725
93454,SANTA MARIA,0.0875
93455,SANTA BARBARA COUNTY,0.0775
93456,SANTA MARIA,0.0875
93457,SANTA BARBARA COUNTY,0.0775
93458,SANTA MARIA,0.0875
93460,SANTA BARBARA COUNTY DISTRICT TAX SP,0.0775
93461,SAN LUIS OBISPO CO LOCAL TAX SL,0.0725
93463,SOLVANG,0.0775
93464,SOLVANG,0.0775
93465,SAN LUIS OBISPO CO LOCAL TAX SL,0.0725
93475,SAN LUIS OBISPO COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0725
93483,GROVER BEACH,0.0875
93501,KERN COUNTY,0.0725
93502,KERN COUNTY,0.0725
93504,CALIFORNIA CITY,0.0725
93505,CALIFORNIA CITY,0.0725
93510,LOS ANGELES COUNTY,0.095
93512,MONO COUNTY,0.0725
93513,INYO COUNTY,0.0775
93514,BISHOP TOURISM IMPROVEMENT DISTRICT,0.0875
93515,BISHOP TOURISM IMPROVEMENT DISTRICT,0.0875
93516,KERN COUNTY,0.0725
93517,MONO COUNTY,0.0725
93518,KERN COUNTY,0.0725
93522,INYO COUNTY,0.0775
93523,KERN COUNTY,0.0725
93524,KERN COUNTY,0.0725
93526,INYO COUNTY,0.0775
93527,KERN COUNTY,0.0725
93528,KERN COUNTY,0.0725
93529,MONO COUNTY,0.0725
93530,INYO COUNTY,0.0775
93531,KERN COUNTY,0.0725
93532,LOS ANGELES COUNTY,0.095
93534,LANCASTER TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
93535,LANCASTER TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
93536,LANCASTER TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
93539,LANCASTER TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
93541,MONO COUNTY,0.0725
93543,LOS ANGELES COUNTY,0.095
93544,LOS ANGELES COUNTY,0.095
93545,INYO COUNTY,0.0775
93546,MAMMOTH LAKES TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93549,INYO COUNTY,0.0775
93550,PALMDALE,0.1025
93551,PALMDALE,0.1025
93552,PALMDALE,0.1025
93553,LOS ANGELES COUNTY,0.095
93554,KERN COUNTY,0.0725
93555,RIDGECREST,0.0825
93556,RIDGECREST,0.0825
93560,KERN COUNTY,0.0725
93561,KERN COUNTY,0.0725
93562,SAN BERNARDINO COUNTY,0.0775
93563,LOS ANGELES COUNTY,0.095
93581,TEHACHAPI,0.0725
93584,LANCASTER TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
93586,LOS ANGELES COUNTY,0.095
93590,PALMDALE,0.1025
93591,LOS ANGELES COUNTY,0.095
93592,SAN BERNARDINO COUNTY,0.0775
93599,PALMDALE,0.1025
93601,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93602,FRESNO COUNTY,0.07975
93603,TULARE COUNTY,0.0775
93604,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93605,FRESNO COUNTY,0.07975
93606,FRESNO COUNTY,0.07975
93608,FRESNO COUNTY,0.07975
93609,FRESNO COUNTY,0.07975
93610,CHOWCHILLA,0.0875
93611,CLOVIS,0.07975
93612,CLOVIS,0.07975
93613,CLOVIS,0.07975
93614,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93615,TULARE COUNTY,0.0775
93616,FRESNO COUNTY,0.07975
93618,DINUBA,0.085
93619,CLOVIS,0.07975
93620,MERCED,0.0775
93621,FRESNO COUNTY,0.07975
93622,FIREBAUGH,0.07975
93623,MARIPOSA COUNTY DISTRICT TAX SP,0.0775
93624,FRESNO COUNTY,0.07975
93625,FOWLER,0.08975
93626,FRESNO COUNTY,0.07975
93627,FRESNO COUNTY,0.07975
93628,FRESNO COUNTY,0.07975
93630,KERMAN,0.08975
93631,KINGSBURG,0.08975
93633,TULARE COUNTY,0.0775
93634,FRESNO COUNTY,0.07975
93635,LOS BANOS,0.0875
93636,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93637,MADERA,0.0825
93638,MADERA,0.0825
93639,MADERA,0.0825
93640,MENDOTA,0.07975
93641,FRESNO COUNTY,0.07975
93642,FRESNO COUNTY,0.07975
93643,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93644,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93645,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93646,ORANGE COVE,0.07975
93647,TULARE COUNTY,0.0775
93648,PARLIER,0.08975
93649,FRESNO COUNTY,0.07975
93650,FRESNO,0.0835
93651,FRESNO COUNTY,0.07975
93652,FRESNO COUNTY,0.07975
93653,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93654,REEDLEY,0.09225
93656,FRESNO COUNTY,0.07975
93657,SANGER,0.08725
93660,FRESNO COUNTY,0.07975
93661,MERCED COUNTY,0.0775
93662,SELMA,0.08475
93664,FRESNO COUNTY,0.07975
93665,MERCED COUNTY,0.0775
93666,TULARE COUNTY,0.0775
93667,FRESNO COUNTY,0.07975
93668,FRESNO COUNTY,0.07975
93669,MADERA COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0775
93670,TULARE COUNTY,0.0775
93673,TULARE COUNTY,0.0775
93675,FRESNO COUNTY,0.07975
93701,FRESNO,0.0835
93702,FRESNO,0.0835
93703,FRESNO,0.0835
93704,FRESNO,0.0835
93705,FRESNO,0.0835
93706,FRESNO,0.0835
93707,FRESNO,0.0835
93708,FRESNO,0.0835
93709,FRESNO,0.0835
93710,FRESNO,0.0835
93711,FRESNO,0.0835
93712,FRESNO,0.0835
93714,FRESNO,0.0835
93715,FRESNO,0.0835
93716,FRESNO,0.0835
93717,FRESNO,0.0835
93718,FRESNO,0.0835
93720,FRESNO,0.0835
93721,FRESNO,0.0835
93722,FRESNO,0.0835
93723,FRESNO COUNTY,0.07975
93724,FRESNO,0.0835
93725,FRESNO COUNTY,0.07975
93726,FRESNO,0.0835
93727,FRESNO,0.0835
93728,FRESNO,0.0835
93729,FRESNO,0.0835
93730,FRESNO,0.0835
93737,FRESNO COUNTY,0.07975
93740,FRESNO,0.0835
93741,FRESNO,0.0835
93744,FRESNO,0.0835
93745,FRESNO COUNTY,0.07975
93747,FRESNO,0.0835
93750,FRESNO,0.0835
93755,FRESNO,0.0835
93760,FRESNO,0.0835
93761,FRESNO,0.0835
93764,FRESNO,0.0835
93765,FRESNO,0.0835
93771,FRESNO,0.0835
93772,FRESNO,0.0835
93773,FRESNO,0.0835
93774,FRESNO,0.0835
93775,FRESNO,0.0835
93776,FRESNO,0.0835
93777,FRESNO,0.0835
93778,FRESNO,0.0835
93779,FRESNO,0.0835
93786,FRESNO,0.0835
93790,FRESNO,0.0835
93791,FRESNO,0.0835
93792,FRESNO,0.0835
