ZipCode,TaxRegionName,EstimatedCombinedRate
93793,FRESNO,0.0835
93794,FRESNO,0.0835
93844,FRESNO,0.0835
93888,FRESNO,0.0835
93901,SALINAS,0.0925
93902,SALINAS,0.0925
93905,SALINAS,0.0925
93906,SALINAS,0.0925
93907,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93908,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93912,SALINAS,0.0925
93915,SALINAS,0.0925
93920,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93921,CARMEL BY THE SEA,0.0925
93922,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93923,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93924,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93925,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93926,GONZALES,0.0875
93927,GREENFIELD,0.095
93928,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93930,KING CITY,0.0875
93932,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93933,MARINA,0.0925
93940,MONTEREY CONFERENCE CENTER FACILITIES DISTRICT,0.0925
93942,MONTEREY CONFERENCE CENTER FACILITIES DISTRICT,0.0925
93943,MONTEREY CONFERENCE CENTER FACILITIES DISTRICT,0.0925
93944,MONTEREY CONFERENCE CENTER FACILITIES DISTRICT,0.0925
93950,PACIFIC GROVE,0.0875
93953,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93954,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
93955,SEASIDE,0.0925
93960,SOLEDAD,0.0925
93962,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
94002,BELMONT,0.09875
94005,BRISBANE,0.09375
94010,SAN MATEO COUNTY DISTRICT TAX SP,0.09625
94011,SAN MATEO COUNTY DISTRICT TAX SP,0.09625
94014,DALY CITY,0.09875
94015,DALY CITY,0.09875
94017,DALY CITY,0.09875
94018,SAN MATEO COUNTY,0.09375
94019,HALF MOON BAY,0.09375
94020,SAN MATEO COUNTY,0.09375
94021,SAN MATEO COUNTY,0.09375
94022,LOS ALTOS,0.09125
94023,LOS ALTOS,0.09125
94024,LOS ALTOS,0.09125
94025,MENLO PARK,0.09375
94026,MENLO PARK,0.09375
94027,SAN MATEO,0.09375
94028,SAN MATEO,0.09375
94030,MILLBRAE,0.09375
94035,SANTA CLARA COUNTY,0.09125
94037,SAN MATEO COUNTY,0.09375
94038,SAN MATEO COUNTY,0.09375
94039,MOUNTAIN VIEW,0.09125
94040,MOUNTAIN VIEW,0.09125
94041,MOUNTAIN VIEW,0.09125
94042,MOUNTAIN VIEW,0.09125
94043,MOUNTAIN VIEW,0.09125
94044,PACIFICA,0.09375
94060,SAN MATEO COUNTY,0.09375
94061,REDWOOD CITY,0.09875
94062,REDWOOD CITY,0.09875
94063,REDWOOD CITY,0.09875
94064,REDWOOD CITY,0.09875
94065,REDWOOD CITY,0.09875
94066,SAN BRUNO,0.09875
94070,SAN CARLOS,0.09375
94074,SAN MATEO COUNTY,0.09375
94080,SOUTH SAN FRANCISCO,0.09875
94083,SOUTH SAN FRANCISCO,0.09875
94085,SUNNYVALE,0.09125
94086,SUNNYVALE,0.09125
94087,SUNNYVALE,0.09125
94088,SUNNYVALE,0.09125
94089,SUNNYVALE,0.09125
94102,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94103,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94104,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94105,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94107,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94108,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94109,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94110,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94111,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94112,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94114,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94115,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94116,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94117,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94118,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94119,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94121,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94122,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94123,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94124,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94125,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94126,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94127,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94128,SAN MATEO CO LOCAL TAX SL,0.09375
94129,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94130,MOSCONE EXPANSION DISTRICT ZONE 1,0.08625
94131,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94132,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94133,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94134,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94140,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94141,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94143,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94146,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94147,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94158,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94159,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94164,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT,0.08625
94188,SAN FRANCISCO TOURISM IMPROVEMENT DISTRICT (ZONE 2),0.08625
94207,SACRAMENTO TMD ZONE 1,0.0875
94208,SACRAMENTO TMD ZONE 1,0.0875
94211,SACRAMENTO TMD ZONE 1,0.0875
94234,SACRAMENTO TMD ZONE 1,0.0875
94245,SACRAMENTO TMD ZONE 1,0.0875
94282,SACRAMENTO TMD ZONE 4,0.0775
94291,SACRAMENTO,0.0875
94299,SACRAMENTO TMD ZONE 1,0.0875
94301,PALO ALTO,0.09125
94302,PALO ALTO,0.09125
94303,PALO ALTO,0.09125
94304,PALO ALTO,0.09125
94305,SANTA CLARA COUNTY,0.09125
94306,PALO ALTO,0.09125
94309,PALO ALTO,0.09125
94401,SAN MATEO,0.09625
94402,SAN MATEO,0.09625
94403,SAN MATEO,0.09625
94404,FOSTER CITY,0.09375
94497,SAN MATEO,0.09625
94501,ALAMEDA,0.1075
94502,ALAMEDA,0.1075
94503,AMERICAN CANYON,0.0775
94505,CONTRA COSTA COUNTY,0.0875
94506,TRI VALLEY TOURISM MARKETING DISTRICT,0.0875
94507,TRI VALLEY TOURISM MARKETING DISTRICT,0.0875
94508,NAPA CO LOCAL TAX SL,0.0775
94509,ANTIOCH,0.0975
94510,BENICIA,0.08375
94511,CONTRA COSTA COUNTY,0.0875
94512,SOLANO COUNTY,0.07375
94513,BRENTWOOD,0.0875
94514,CONTRA COSTA COUNTY,0.0875
94515,CALISTOGA,0.0775
94516,CONTRA COSTA COUNTY,0.0875
94517,CLAYTON,0.0875
94518,CONCORD,0.0975
94519,CONCORD,0.0975
94520,CONCORD,0.0975
94521,CONCORD,0.0975
94522,CONCORD,0.0975
94523,PLEASANT HILL,0.0925
94524,CONCORD,0.0975
94525,CONTRA COSTA COUNTY,0.0875
94526,DANVILLE,0.0875
94528,CONTRA COSTA COUNTY,0.0875
94530,EL CERRITO,0.1025
94531,ANTIOCH,0.0975
94533,FAIRFIELD,0.08375
94534,FAIRFIELD,0.08375
94535,FAIRFIELD,0.08375
94536,FREMONT,0.1025
94537,FREMONT,0.1025
94538,FREMONT,0.1025
94539,FREMONT,0.1025
94540,HAYWARD,0.1075
94541,HAYWARD,0.1075
94542,HAYWARD,0.1075
94543,HAYWARD,0.1075
94544,HAYWARD,0.1075
94545,HAYWARD,0.1075
94546,ALAMEDA COUNTY,0.1025
94547,HERCULES,0.0925
94548,CONTRA COSTA COUNTY,0.0875
94549,LAFAYETTE,0.0875
94550,LIVERMORE,0.1025
94551,LIVERMORE,0.1025
94552,ALAMEDA COUNTY,0.1025
94553,MARTINEZ,0.0975
94555,FREMONT,0.1025
94556,MORAGA,0.0975
94557,HAYWARD,0.1075
94558,NAPA,0.0775
94559,NAPA,0.0775
94560,NEWARK,0.1075
94561,OAKLEY,0.0875
94562,NAPA CO LOCAL TAX SL,0.0775
94563,ORINDA,0.0975
94564,PINOLE,0.0975
94565,PITTSBURG,0.0925
94566,PLEASANTON,0.1025
94567,NAPA CO LOCAL TAX SL,0.0775
94568,DUBLIN,0.1025
94569,CONTRA COSTA COUNTY,0.0875
94570,MORAGA,0.0975
94571,RIO VISTA,0.08125
94572,CONTRA COSTA COUNTY,0.0875
94573,NAPA CO LOCAL TAX SL,0.0775
94574,SAINT HELENA,0.0825
94575,MORAGA,0.0975
94576,NAPA CO LOCAL TAX SL,0.0775
94577,SAN LEANDRO,0.1075
94578,SAN LEANDRO,0.1075
94579,SAN LEANDRO,0.1075
94580,ALAMEDA COUNTY,0.1025
94581,NAPA,0.0775
94582,SAN RAMON,0.0875
94583,SAN RAMON,0.0875
94585,SUISUN CITY,0.08375
94586,TRI VALLEY TOURISM MARKETING DISTRICT,0.1025
94587,UNION CITY,0.1075
94588,PLEASANTON,0.1025
94589,VALLEJO HOTEL BUSINESS IMPROVEMENT DISTRICT,0.08375
94590,VALLEJO HOTEL BUSINESS IMPROVEMENT DISTRICT,0.08375
94591,VALLEJO HOTEL BUSINESS IMPROVEMENT DISTRICT,0.08375
94592,VALLEJO HOTEL BUSINESS IMPROVEMENT DISTRICT,0.08375
94595,WALNUT CREEK,0.0875
94596,WALNUT CREEK,0.0875
94597,WALNUT CREEK,0.0875
94598,WALNUT CREEK,0.0875
94599,YOUNTVILLE,0.0775
94601,OAKLAND,0.1025
94602,OAKLAND,0.1025
94603,OAKLAND,0.1025
94604,OAKLAND,0.1025
94605,OAKLAND,0.1025
94606,OAKLAND,0.1025
94607,OAKLAND,0.1025
94608,EMERYVILLE,0.105
94609,OAKLAND,0.1025
94610,OAKLAND,0.1025
94611,OAKLAND,0.1025
94612,OAKLAND,0.1025
94613,OAKLAND,0.1025
94614,OAKLAND,0.1025
94615,OAKLAND,0.1025
94618,OAKLAND,0.1025
94619,OAKLAND,0.1025
94620,OAKLAND,0.1025
94621,OAKLAND,0.1025
94622,OAKLAND,0.1025
94623,OAKLAND,0.1025
94624,OAKLAND,0.1025
94661,OAKLAND,0.1025
94662,EMERYVILLE,0.105
94666,OAKLAND,0.1025
94701,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94702,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94703,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94704,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94705,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94706,ALBANY,0.1075
94707,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94708,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94709,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94710,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94712,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94720,BERKELEY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.1025
94801,RICHMOND,0.0975
94802,RICHMOND,0.0975
94803,CONTRA COSTA COUNTY,0.0875
94804,RICHMOND,0.0975
94805,RICHMOND,0.0975
94806,SAN PABLO,0.0925
94807,RICHMOND,0.0975
94820,CONTRA COSTA COUNTY,0.0875
94850,RICHMOND,0.0975
94901,SAN RAFAEL,0.0925
94903,SAN RAFAEL,0.0925
94904,LARKSPUR,0.09
94912,SAN RAFAEL,0.0925
94913,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94914,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94915,SAN RAFAEL,0.0925
94920,TIBURON,0.0825
94922,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
94923,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
94924,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94925,CORTE MADERA,0.09
94926,COTATI,0.095
94927,ROHNERT PARK,0.09
94928,ROHNERT PARK,0.09
94929,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94930,FAIRFAX,0.09
94931,COTATI,0.095
94933,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94937,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94938,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94939,LARKSPUR,0.09
94940,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94941,MILL VALLEY,0.0825
94942,MILL VALLEY,0.0825
94945,NOVATO,0.085
94946,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94947,NOVATO,0.085
94948,NOVATO,0.085
94949,NOVATO,0.085
94950,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94951,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
94952,PETALUMA,0.095
94953,PETALUMA,0.095
94954,PETALUMA,0.095
94955,PETALUMA,0.095
94956,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94957,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94960,SAN ANSELMO,0.0875
94963,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94964,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94965,SAUSALITO,0.0875
94966,SAUSALITO,0.0875
94970,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94971,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94972,SONOMA COUNTY TOURISM BUSINESS IMPROVEMENT AREA,0.085
94973,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94974,MARIN COUNTY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.0825
94975,PETALUMA,0.095
94976,CORTE MADERA,0.09
94977,LARKSPUR,0.09
94978,FAIRFAX,0.09
94979,SAN ANSELMO,0.0875
94998,NOVATO,0.085
94999,PETALUMA,0.095
95001,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95002,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95003,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95004,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
95005,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95006,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95007,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95008,CAMPBELL,0.09375
95009,CAMPBELL,0.09375
95010,CAPITOLA,0.09
95011,CAMPBELL,0.09375
95012,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
95013,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95014,CUPERTINO,0.09125
95015,CUPERTINO,0.09125
95017,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95018,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95019,WATSONVILLE,0.0925
95020,GILROY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09125
95021,GILROY TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09125
95023,HOLLISTER,0.0925
95024,HOLLISTER,0.0925
95026,SANTA CLARA COUNTY,0.09125
95030,LOS GATOS,0.0925
95031,LOS GATOS,0.0925
95032,LOS GATOS,0.0925
95033,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95035,MILPITAS,0.09375
95036,MILPITAS,0.09375
95037,MORGAN HILL TBID,0.09125
95038,MORGAN HILL TBID,0.09125
95039,MONTEREY COUNTY TOURISM IMPROVEMENT DISTRICT,0.0775
95041,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95043,SAN BENITO COUNTY DISTRICT TAX SP,0.0825
95044,SANTA CLARA COUNTY,0.09125
95045,SAN BENITO COUNTY DISTRICT TAX SP,0.0825
95046,SANTA CLARA COUNTY,0.09125
95050,SANTA CLARA,0.09125
95051,SANTA CLARA,0.09125
95052,SANTA CLARA,0.09125
95053,SANTA CLARA,0.09125
95054,SANTA CLARA COMMUNITY FACILITIES DISTRICT STJ,0.09125
95055,SANTA CLARA,0.09125
95056,SANTA CLARA COMMUNITY FACILITIES DISTRICT STJ,0.09125
95060,SANTA CRUZ,0.0925
95061,SANTA CRUZ,0.0925
95062,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95063,SANTA CRUZ,0.0925
95064,SANTA CRUZ,0.0925
95065,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95066,SCOTTS VALLEY,0.0975
95067,SCOTTS VALLEY,0.0975
95070,SARATOGA,0.09125
95071,SARATOGA,0.09125
95073,SANTA CRUZ COUNTY TOURISM MARKETING DISTRICT,0.09
95075,SAN BENITO COUNTY DISTRICT TAX SP,0.0825
95076,WATSONVILLE,0.0925
95077,WATSONVILLE,0.0925
95101,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95103,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95106,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95108,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95109,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95110,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95111,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95112,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 1,0.09375
95113,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95116,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95117,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95118,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95119,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95120,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95121,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95122,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95123,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95124,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95125,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95126,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 1,0.09375
95127,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95128,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95129,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95130,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95131,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95132,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95133,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95134,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95135,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95136,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95138,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95139,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95140,SANTA CLARA COUNTY,0.09125
95141,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95148,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95150,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95151,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95152,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95153,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95154,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95155,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 1,0.09375
95156,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95157,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95158,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95159,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 1,0.09375
95160,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95161,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95164,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95170,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95172,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95173,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 2,0.09375
95191,SAN JOSE CONVENTION CENTER FACILITY DISTRICT ZONE 1,0.09375
95192,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95193,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95196,SAN JOSE HOTEL BUSINESS IMPROVEMENT DISTRICT  (ZONE A),0.09375
95201,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95202,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95203,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95204,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95205,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95206,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95207,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95208,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95209,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95210,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95211,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95212,SAN JOAQUIN COUNTY,0.0775
95213,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95215,SAN JOAQUIN COUNTY,0.0775
95219,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95220,SAN JOAQUIN COUNTY,0.0775
95221,ANGELS CAMP,0.0775
95222,ANGELS CAMP,0.0775
95223,CALAVERAS COUNTY,0.0725
95224,CALAVERAS COUNTY,0.0725
95225,CALAVERAS COUNTY,0.0725
95226,CALAVERAS COUNTY,0.0725
95227,SAN JOAQUIN COUNTY,0.0775
95228,CALAVERAS COUNTY,0.0725
95229,CALAVERAS COUNTY,0.0725
95230,SAN JOAQUIN COUNTY,0.0775
95231,SAN JOAQUIN COUNTY,0.0775
95232,CALAVERAS COUNTY,0.0725
95233,CALAVERAS COUNTY,0.0725
95234,SAN JOAQUIN COUNTY,0.0775
95236,SAN JOAQUIN COUNTY,0.0775
95237,SAN JOAQUIN COUNTY,0.0775
95240,LODI,0.0825
95241,LODI,0.0825
95242,LODI,0.0825
95245,CALAVERAS COUNTY,0.0725
95246,CALAVERAS COUNTY,0.0725
95247,CALAVERAS COUNTY,0.0725
95248,CALAVERAS COUNTY,0.0725
95249,CALAVERAS COUNTY,0.0725
95251,CALAVERAS COUNTY,0.0725
95252,CALAVERAS COUNTY,0.0725
95253,SAN JOAQUIN COUNTY,0.0775
95254,CALAVERAS COUNTY,0.0725
95255,CALAVERAS COUNTY,0.0725
95257,CALAVERAS COUNTY,0.0725
95258,SAN JOAQUIN COUNTY,0.0775
95267,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95269,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95297,STOCKTON TOURISM BUSINESS IMPROVEMENT DISTRICT,0.09
95301,ATWATER,0.0825
95303,MERCED COUNTY,0.0775
95304,SAN JOAQUIN COUNTY,0.0775
95305,TUOLUMNE COUNTY,0.0725
95306,MARIPOSA COUNTY DISTRICT TAX SP,0.0775
95307,CERES,0.08375
95309,TUOLUMNE COUNTY,0.0725
95310,TUOLUMNE COUNTY,0.0725
95311,MARIPOSA COUNTY DISTRICT TAX SP,0.0775
95312,MERCED COUNTY,0.0775
95313,STANISLAUS COUNTY,0.07875
95315,MERCED COUNTY,0.0775
95316,STANISLAUS COUNTY,0.07875
95317,MERCED COUNTY,0.0775
95318,MARIPOSA COUNTY DISTRICT TAX SP,0.0775
95319,STANISLAUS COUNTY,0.07875
95320,ESCALON,0.0775
95321,TUOLUMNE COUNTY,0.0725
95322,GUSTINE,0.0825
95323,STANISLAUS COUNTY,0.07875
95324,MERCED COUNTY,0.0775
95325,MARIPOSA COUNTY DISTRICT TAX SP,0.0775
95326,HUGHSON,0.07875
95327,TUOLUMNE COUNTY,0.0725
95328,STANISLAUS COUNTY,0.07875
95329,TUOLUMNE COUNTY,0.0725
95330,LATHROP,0.0875
95333,MERCED COUNTY,0.0775
95334,LIVINGSTON,0.0775
95335,TUOLUMNE COUNTY,0.0725
95336,MANTECA,0.0825
95337,MANTECA,0.0825
95338,MARIPOSA COUNTY DISTRICT TAX SP,0.0775
95340,MERCED,0.0825
95341,MERCED,0.0825
95343,MERCED COUNTY,0.0775
95344,MERCED,0.0825
95345,MARIPOSA COUNTY DISTRICT TAX SP,0.0775
